filename,n_bytes,raw_write_rate_mibs,net_write_rate_mibs,created
lfric_name_2021060212-2021060215.nc,862536694,1114.346,934.943,2025-11-27 18:22:30.210320
lfric_ppvar_2021060216-2021060217.nc,1314022020,1803.734,1410.727,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_3hr_2021060212-2021060215.nc,464964589,1549.173,1244.898,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_1hr_2021060215-2021060218.nc,1573424674,501.328,454.845,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_3hr_2021060215-2021060218.nc,114693348,1830.354,1204.955,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_1hr_2021060215-2021060218.nc,5919016625,1527.888,1246.612,2025-11-27 18:22:30.210320
lfric_ppvar_2021060217-2021060218.nc,1314022020,1711.617,1353.276,2025-11-27 18:22:30.210320
lfric_ppvar_2021060218-2021060219.nc,1314022020,1462.983,1192.867,2025-11-27 18:22:30.210320
lfric_name_2021060215-2021060218.nc,862536694,1287.568,1057.157,2025-11-27 18:22:30.210320
lfric_ppvar_2021060219-2021060220.nc,1314022020,1499.282,1218.63,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_3hr_2021060215-2021060218.nc,464964589,1329.062,1097.629,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_1hr_2021060218-2021060221.nc,1573424674,503.092,457.276,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_3hr_2021060218-2021060221.nc,114693348,1616.749,1102.42,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_1hr_2021060218-2021060221.nc,5919016625,1359.523,1131.229,2025-11-27 18:22:30.210320
lfric_ppvar_2021060220-2021060221.nc,1314022020,1370.966,1129.052,2025-11-27 18:22:30.210320
lfric_ppvar_2021060221-2021060222.nc,1314022020,1694.406,1342.256,2025-11-27 18:22:30.210320
lfric_name_2021060218-2021060221.nc,862536694,1310.371,1071.087,2025-11-27 18:22:30.210320
lfric_ppvar_2021060222-2021060223.nc,1314022020,1506.27,1216.464,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_3hr_2021060218-2021060221.nc,464964589,1713.942,1348.508,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_1hr_2021060221-2021060300.nc,1573424674,513.877,466.407,2025-11-27 18:22:30.210320
lfric_gl_std_levs_diags_3hr_2021060221-2021060300.nc,114693348,1623.122,1102.177,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_1hr_2021060221-2021060300.nc,5919016625,1008.645,876.678,2025-11-27 18:22:30.210320
lfric_gl_model_levs_diags_3hr_2021060221-2021060300.nc,464964589,1412.271,1149.316,2025-11-27 18:22:30.210320
lfric_ver_tp0.nc,303654013,1117.19,871.315,2025-11-27 18:22:30.210320
lfric_ver.nc,1137088784,488.088,446.157,2025-11-27 18:22:30.210320
lfric_name_2021060221-2021060300.nc,862536694,1405.518,1133.141,2025-11-27 18:22:30.210320
lfric_ppvar_2021060223-2021060300.nc,1314022020,1617.101,1288.599,2025-11-27 18:22:30.210320
